gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
POMC	P01189	False	POMC_HUMAN		CPI-SS012FD886E	0.011	0.013	0.057	0.025	0.015	0.012	0.039	0.008
AVP	P01185	False	AVP_HUMAN		CPI-SS010DF4808	0.0	0.008	0.0	0.0	0.274	0.0	0.0	0.006
RLN2	P04090	False	RLN2_HUMAN		CPI-SS0FB2E9FF3	0.003	0.0	0.004	0.0	0.014	0.0	0.0	0.001
SCT	P09683	False	SCT_HUMAN		CPI-SS0C6FEEA14	0.002	0.195	0.0	0.002	0.017	0.001	0.006	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0E2696443	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
POMC	P01189	False	POMC_HUMAN		CPI-SS032869B21	0.011	0.013	0.057	0.025	0.015	0.012	0.039	0.008
AVP	P01185	False	AVP_HUMAN		CPI-SS00D55E7F1	0.0	0.008	0.0	0.0	0.274	0.0	0.0	0.006
RLN2	P04090	False	RLN2_HUMAN		CPI-SS07D7A06C1	0.003	0.0	0.004	0.0	0.014	0.0	0.0	0.001
SCT	P09683	False	SCT_HUMAN		CPI-SS0EC70F078	0.002	0.195	0.0	0.002	0.017	0.001	0.006	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS09F6EBE93	0.827	0.888	0.917	1.142	0.696	0.895	1.091	1.105
PTMA	P06454	False	PTMA_HUMAN		CPI-SS09EF65834	1.534	1.58	1.608	1.649	1.618	1.533	1.6	1.523
POMC	P01189	False	POMC_HUMAN		CPI-SS03F2D0912	0.011	0.013	0.057	0.025	0.015	0.012	0.039	0.008
AVP	P01185	False	AVP_HUMAN		CPI-SS0921F19C4	0.0	0.008	0.0	0.0	0.274	0.0	0.0	0.006
RLN2	P04090	False	RLN2_HUMAN		CPI-SS0527B9DF1	0.003	0.0	0.004	0.0	0.014	0.0	0.0	0.001
SCT	P09683	False	SCT_HUMAN		CPI-SS06B1428D4	0.002	0.195	0.0	0.002	0.017	0.001	0.006	0.0
ADM	P35318	False	ADM_HUMAN		CPI-SS07297A3AD	0.009	0.014	0.0	0.152	0.0	0.165	0.0	0.003
INSL3	P51460	False	INSL3_HUMAN		CPI-SS055FC8123	0.0	0.004	0.0	0.0	0.0	0.001	0.0	0.012
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0422FB94A	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
POMC	P01189	False	POMC_HUMAN		CPI-SS096DDDCBC	0.011	0.013	0.057	0.025	0.015	0.012	0.039	0.008
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS094013D10	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0BCB0DBB3	0.085	0.467	0.016	0.273	0.227	0.255	0.009	0.048
C3	P01024	False	C3_HUMAN		CPI-SS09A4BB81D	0.0	0.003	0.0	0.002	0.003	0.004	0.0	0.002
PF4	P02776	False	PF4_HUMAN		CPI-SS080900D13	0.0	0.0	0.0	0.003	0.005	0.001	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS0E176DAD6	0.003	0.005	0.013	0.004	0.004	0.0	0.0	0.001
C5	P01031	False	C5_HUMAN		CPI-SS0206FC5C4	0.0	0.0	0.005	0.01	0.007	0.004	0.0	0.0
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0B39D5003	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0833E9829	0.019	0.798	0.318	1.342	0.81	1.243	0.32	0.305
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0AA82A168	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.0	0.003	0.005	0.001	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BF944C6D	0.017	0.022	0.0	0.05	0.006	0.014	0.859	0.276
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS05E6C34AB	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
APP	P05067	False	APP_HUMAN		CPI-SS09A4576D9	0.085	0.467	0.016	0.273	0.227	0.255	0.009	0.048
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS03FB81012	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.002
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0122128E0	0.18	0.33	0.168	0.364	0.237	0.517	0.819	0.409
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS086F43A39	0.031	0.099	0.0	0.06	0.004	0.157	0.088	0.01
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0187EE42A	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.016
HRAS	P01112	False	HRAS_HUMAN		CPI-SS07D0E29D8	0.051	0.062	0.133	0.101	0.073	0.063	0.038	0.032
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0126A9645	0.013	0.003	0.0	0.002	0.003	0.002	0.0	0.005
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0398E864A	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0
PTGS2	P35354	False	PTGS2_HUMAN		CPI-SS0D4BE9D37	0.015	0.24	0.0	0.166	0.039	0.351	0.008	0.006
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03666DA7A	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.017	0.022	0.0	0.05	0.006	0.014	0.859	0.276
CD4	P01730	False	CD4_HUMAN		CPI-SS0ABB32BF0	0.004	0.123	0.028	0.083	0.009	0.128	0.0	0.029
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0B9E7D0EC	0.0	0.0	0.0	0.035	0.0	0.069	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.075	0.066	0.0	0.19	0.002	0.152	0.457	0.052
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.001	0.018	0.0	0.003	0.0	0.008	0.296	0.065
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.0	0.038	0.0	0.068	0.003	0.12	0.031	0.015
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.199	1.116	1.304	1.536	0.889	1.589	0.829	0.58
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.017	0.0	0.0	0.0	0.003	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.0	0.0	0.0	0.002	0.035	0.0	0.0	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.003	0.003	0.092	0.005	0.16	0.0	0.0	0.001
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A94DAC37	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.002	0.021	0.0	0.319	0.129	0.008	0.01	0.0
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.0	0.003	0.0	0.0	0.0	0.001	0.198	0.046
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.0	0.0	0.005	0.01	0.007	0.004	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.034	0.148	0.0	0.474	0.092	1.045	0.049	0.023
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.0	0.031	0.0	0.052	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.006	0.056	0.0	0.11	0.021	0.33	0.0	0.008
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.0	0.023	0.0	0.03	0.034	0.104	0.0	0.001
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.034	0.148	0.0	0.474	0.092	1.045	0.049	0.023
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.031	0.0	0.052	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.006	0.056	0.0	0.11	0.021	0.33	0.0	0.008
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.0	0.023	0.0	0.03	0.034	0.104	0.0	0.001
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	0.482	0.861	1.01	1.009	1.11	0.73	0.606	0.668
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	1.205	1.514	0.007	1.085	0.728	1.057	0.413	0.245
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.019	0.798	0.318	1.342	0.81	1.243	0.32	0.305
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.16	0.752	0.365	0.764	0.571	0.778	0.194	0.213
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.061	0.0	0.002	0.005	0.007	0.0	0.002
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.004	0.005	0.0	0.003	0.004	0.002	0.035	0.261
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.011	0.485	0.0	1.633	0.007	1.728	0.09	0.017
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.003	0.031	0.0	0.02	0.009	0.001	0.042	0.085
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.188	0.23	0.377	0.446	0.259	0.458	0.171	0.18
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.085	0.467	0.016	0.273	0.227	0.255	0.009	0.048
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.003	0.0	0.002	0.003	0.004	0.0	0.002
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.0	0.003	0.005	0.001	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.423	0.532	0.811	0.726	0.78	0.527	0.434	0.309
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.052	0.054	0.024	0.196	0.085	0.099	0.021	0.033
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.016	0.107	0.0	0.168	0.0	0.619	0.008	0.007
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.037	0.074	0.016	0.029	0.123	0.013	0.0	0.013
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.004	0.0	0.021	0.004	0.041	0.0	0.0	0.0
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.0	0.063	0.203	0.039	0.288	0.043	0.0	0.002
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.002	0.0	0.011	0.003	0.002	0.004	0.0	0.003
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.01	0.024	0.002	0.0	0.004	0.0	0.001
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.0	0.04	0.0	0.06	0.014	0.02	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.0	0.003	0.0	0.018	0.0	0.036	0.01	0.001
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.005	0.039	0.0	0.02	0.031	0.005	0.019	0.016
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.004	0.014	0.411	0.005	0.048	0.003	0.0	0.002
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.007	0.0	0.006	0.0	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.07	0.229	0.246	0.199	0.176	0.201	0.019	0.015
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.0	0.026	0.0	0.0	0.0	0.024	0.0	0.001
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.012	0.408	0.0	0.953	0.007	1.423	0.085	0.013
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.003	0.006	0.0	0.0	0.0	0.001	0.0	0.009
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.009	0.117	0.0	0.188	0.0	0.764	0.004	0.003
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.004
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.0	0.003	0.0	0.0	0.0	0.002	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.0	0.034	0.008	0.009	0.081	0.002	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.003	0.008	0.374	0.016	0.285	0.001	0.03	0.007
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.194	0.751	0.404	0.911	0.287	1.195	0.175	0.118
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	0.784	0.946	1.431	1.032	1.199	0.723	0.845	0.941
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.58	0.951	0.908	1.061	0.871	0.678	0.439	0.314
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.18	0.33	0.168	0.364	0.237	0.517	0.819	0.409
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.019	0.0	0.004	0.002	0.0	0.0	0.0	0.002
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.031	0.074	0.0	0.001	0.01	0.001	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.003	0.0	0.0	0.0	0.0	0.001	0.021	0.006
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.004	0.004	0.006	0.007	0.003	0.0	0.002
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.01	0.024	0.002	0.0	0.004	0.0	0.001
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.0	0.04	0.0	0.06	0.014	0.02	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.0	0.01	0.0	0.048	0.018	0.019	0.0	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.18	0.33	0.168	0.364	0.237	0.517	0.819	0.409
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.017	0.0	0.0	0.0	0.003	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.007	0.0	0.0	0.002	0.0	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.019	0.0	0.004	0.002	0.0	0.0	0.0	0.002
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.003	0.0	0.0	0.0	0.0	0.001	0.021	0.006
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.0	0.04	0.0	0.06	0.014	0.02	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.003	0.0	0.018	0.0	0.036	0.01	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.011	0.163	0.071	0.104	0.004	0.231	0.01	0.008
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.019	0.0	0.004	0.002	0.0	0.0	0.0	0.002
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.0	0.0	0.013	0.0	0.005	0.0	0.0	0.001
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.001
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.003	0.0	0.0	0.003	0.002	0.0	0.0	0.009
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.003	0.0	0.0	0.0	0.0	0.001	0.021	0.006
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.001	0.0	0.0	0.0	0.006	0.0	0.082	0.025
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.028	0.0	0.004	0.0	0.0	0.0	0.009	0.001
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.004	0.004	0.006	0.007	0.003	0.0	0.002
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.002	0.0	0.165	0.007	0.008	0.015	0.0	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.003	0.0	0.064	0.002	0.0	0.0	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.0	0.01	0.0	0.048	0.018	0.019	0.0	0.001
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.0	0.0	0.0	0.012	0.022	0.004	0.0	0.0
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.003	0.084	0.033	0.128	0.055	0.091	0.009	0.009
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.0	0.013	0.003	0.011	0.0	0.034	0.01	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.18	0.33	0.168	0.364	0.237	0.517	0.819	0.409
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.017	0.0	0.0	0.0	0.003	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.004	0.004	0.006	0.007	0.003	0.0	0.002
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.016	0.107	0.0	0.168	0.0	0.619	0.008	0.007
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.0	0.01	0.0	0.048	0.018	0.019	0.0	0.001
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.016	0.198	0.0	0.809	0.0	0.973	0.026	0.005
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.005
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.012	0.034	0.0	0.274	0.0	0.652	0.019	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.001
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.016	0.107	0.0	0.168	0.0	0.619	0.008	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.006	0.003	0.005	0.0	0.011	0.005	0.009	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.06	0.59	0.001	0.919	0.139	0.973	0.415	0.219
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.013	0.027	0.0	0.156	0.023	0.262	0.06	0.01
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.016	0.107	0.0	0.168	0.0	0.619	0.008	0.007
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.006	0.003	0.005	0.0	0.011	0.005	0.009	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.06	0.59	0.001	0.919	0.139	0.973	0.415	0.219
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.013	0.027	0.0	0.156	0.023	0.262	0.06	0.01
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.016	0.107	0.0	0.168	0.0	0.619	0.008	0.007
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.006	0.003	0.005	0.0	0.011	0.005	0.009	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.005	0.0	0.0	0.002	0.0	0.004	0.0	0.006
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.0	0.034	0.008	0.009	0.081	0.002	0.0	0.0
